Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Memories of Fear,1995,57 min,-,-,Drama            ,kashmiri
Dhoon,1953,-,7,29,"Drama, Romance            ",hindi
Taare,2011,119 min,-,-,Drama            ,kannada
School Master,1943,-,-,-,-,hindi
Muttina Pallakki,2018,102 min,-,-,Drama            ,kannada
Home,II 2004,7 min,8.9,18,"Drama, Short            ",nepali
Char Divas Sasuche,1993,-,-,-,Family            ,marathi
Worth,II 2019,14 min,-,-,"Short, Drama            ",urdu
Maa Vadina,1967,-,-,-,-,telugu
Box,VI 2016,96 min,-,-,Thriller            ,hindi
Shikara,2020,118 min,3.8,"6,297","Drama, History, Romance            ",hindi
Mappillai,2011,160 min,3,580,Action            ,tamil
Sakala Kala Vallabhudu,2019,-,4.8,11,"Action, Comedy, Romance            ",telugu
Harjaee,1981,-,6.5,31,Romance            ,hindi
Parwana,2003,112 min,2.2,267,"Action, Drama, Romance            ",hindi
Kabul Express,2006,105 min,6.8,"3,142","Adventure, Comedy, Drama            ",oriya
Music Garage,2018,-,-,-,Reality-TV            ,hindi
Mushrik,2016– ,-,7.9,17,Drama            ,urdu
Chauraha,1994,154 min,4,24,"Action, Crime, Drama            ",hindi
Rajaputhran,1996,-,6,50,"Action, Drama            ",malayalam
Ek Chotisi Aasha,1998,-,-,-,Drama            ,hindi
Pyaar Ka Rishta,1973,137 min,6.1,11,Drama            ,hindi
Jamoon,,-,-,-,Drama            ,hindi
Ashtamangalyam,1977,-,-,-,Drama            ,malayalam
Colorbaaj,2017,120 min,-,-,Comedy            ,gujarati
Ek Aur Prem Pratigya,2005,-,-,-,Action            ,hindi
Preminchu Pelladu,1985,-,7,26,"Comedy, Drama, Romance            ",telugu
Oke maata,2000,130 min,-,-,Drama            ,telugu
Ganga Bhavani,1979,-,-,-,Adventure            ,hindi
The Red Data Book: An Appendix,2014,72 min,-,-,Documentary            ,malayalam
Mahal,1949,165 min,7.1,382,"Drama, Horror, Mystery            ",oriya
Shardula,2020,130 min,-,-,Horror            ,kannada
Adimai penn,1998,158 min,-,-,Drama            ,tamil
Badra Kali,1976,139 min,6.1,14,-,telugu
Bharti,1956,-,-,-,Fantasy            ,hindi
Love Life,I 2014,-,-,-,Drama            ,telugu
Genius,I 2018,165 min,4.6,"1,632","Action, Thriller            ",hindi
Chennai Kadhal,2006,129 min,2.3,51,"Action, Comedy, Romance            ",tamil
Naqli Heera,1948,-,-,-,Action            ,hindi
Putani Power,2019,120 min,-,-,Drama            ,kannada
Tootu Madike,2020,-,-,-,"Comedy, Mystery            ",kannada
Dunia Hey Dil Walon Ki,1997,-,2.3,24,-,urdu
Aparan,1988,115 min,7.9,386,"Mystery, Thriller            ",malayalam
Jaani Dyakha Hawbe,2011,104 min,5.6,133,"Drama, Musical, Romance            ",bengali
Duplicate,2009,128 min,4,45,"Comedy, Drama            ",malayalam
CID Eesha,2013,127 min,4.8,13,Comedy            ,kannada
Navjeevan,1935,-,3.4,5,-,hindi
Poo,2008,109 min,7.2,198,Drama            ,tamil
Miss Cleopatra,1990,-,-,-,-,urdu
Nandhavana Theru,1995,-,5.4,26,-,tamil
Sati Ansuya,1956,-,-,-,-,hindi
Aanaparambile World Cup,,-,-,-,Sport            ,malayalam
Khaidi Inspector,1995,-,-,-,Action            ,hindi
Aridhu Aridhu,2010,118 min,3.1,8,Drama            ,tamil
Sati Madalsa,1932,-,-,-,-,hindi
Ek Bulandi,1999,-,-,-,Action            ,hindi
Asheech Ek Ratra,1971,-,-,-,-,marathi
Mayaavi,2005,156 min,4.8,449,"Comedy, Drama            ",tamil
Parthan Kanda Paralokam,2008,139 min,3.2,86,"Comedy, Drama            ",malayalam
Well Done Baby,2021,-,6.7,78,Drama            ,marathi
Gunda,2014,120 min,3.7,7,Action            ,malayalam
Thooval Sparsam,1990,-,6.9,116,"Comedy, Drama, Family            ",malayalam
Samarappanam,1987,-,-,-,-,malayalam
Opera House,1961,107 min,5.5,14,"Action, Crime, Drama            ",hindi
Sahara,1958,135 min,5.6,17,"Drama, Family            ",hindi
Chi Va Chi Sau Ka,2017,134 min,7.8,307,Family            ,marathi
Jalsa,2017,132 min,-,-,Drama            ,kannada
Tasveer,1943,122 min,-,-,-,hindi
Gemini Ganeshanum Suruli Raajanum,2017,134 min,5.8,410,"Comedy, Crime, Thriller            ",tamil
I,2015,188 min,7.4,"19,252","Action, Drama, Sci-Fi            ",tamil
Harjai,1952,-,-,-,-,urdu
Hotel California,2013,136 min,4.8,174,"Action, Comedy, Crime            ",malayalam
Thangathile vairam,1975,135 min,6.8,5,Drama            ,telugu
Home,V 2021,12 min,-,-,Short            ,nepali
Pulivaal Pattanam,2012,141 min,-,-,Drama            ,malayalam
Basti Aur Bazaar,1973,129 min,-,-,Drama            ,hindi
Dillagi,1974,-,-,-,-,urdu
Hum Pyar Tumhi Se Kar Baithe,2002,138 min,5.8,45,"Musical, Romance            ",hindi
KHEL:The Game,2015,-,-,-,Drama            ,assamese
Poonam Ki Raat,1999,-,-,-,Horror            ,hindi
Sapna,1952,-,-,-,"Drama, Family, Romance            ",hindi
Batwara,1983,-,5,5,Action            ,punjabi
Ek Rishtaa: The Bond of Love,2001,174 min,5.1,"1,556","Drama, Family            ",hindi
Do Behnen,1959,-,5.5,15,"Drama, Romance            ",urdu
Cinemascope(Marathi),2020,-,-,-,Family            ,marathi
Jigarwala,1991,132 min,2.6,33,"Action, Drama            ",hindi
Bond 303,1985,-,4.9,27,"Action, Adventure, Crime            ",hindi
Raanjhanaa,2013,140 min,7.6,"29,858","Drama, Romance            ",hindi
Aavu Puli Madhyalo Prabhas Pelli,2016,119 min,-,-,Drama            ,telugu
3:33,II,-,-,-,Drama            ,tamil
Melobba Maayaavi,2021,-,-,-,Drama            ,kannada
Takht Ya Takhta,1979,-,-,-,-,urdu
Johan Falk: Spelets regler,2012 Video,96 min,6.6,"2,363","Action, Crime, Thriller            ",urdu
Jaalsaaz,1999,-,6.8,14,Thriller            ,hindi
 Mann Mayal,2016,40 min,8.4,47,"Drama, Romance            ",urdu
Love in Nepal,2004,143 min,3.7,118,"Drama, Mystery, Romance            ",hindi
Lakhon Ki Baat,1984,136 min,6.8,125,"Comedy, Musical, Romance            ",hindi
Jai Ranchhod,1948,-,-,-,-,gujarati
Krishna Sudama,1979,-,-,-,Drama            ,hindi
Shri Kannika Parameshwari Kathe,1966,163 min,8,9,-,kannada
 Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
VARNAMAYA,2018,130 min,-,-,"Horror, Mystery, Thriller            ",kannada
Lee,2007,-,5.8,22,Drama            ,tamil
Vasantha Sameeram,2018,-,-,-,Romance            ,telugu
Bishh,2009,105 min,3.5,124,"Drama, Romance, Thriller            ",bengali
Paran Jai Jaliya Re,2009,155 min,4.8,298,"Action, Adventure, Romance            ",bengali
Bhoomika,2020,120 min,-,-,Drama            ,tulu
Main Hoon Na,2004,182 min,7,"32,628","Action, Comedy, Drama            ",hindi
Maa Shakambharicha Mahima,2006,-,-,-,Family            ,marathi
Karishma,1968,-,-,-,-,urdu
Snehithi,1970,-,-,-,-,tamil
Promotion,2013,-,-,-,Thriller            ,bengali
Prayikkara Pappan,1995,-,5,21,"Action, Drama            ",malayalam
Bhai No 1,2000,130 min,-,-,Action            ,hindi
Chintakayala Ravi,2008,152 min,5.5,496,"Comedy, Drama, Romance            ",telugu
Something Something... Unnakum Ennakum,2006,178 min,6.8,838,Romance            ,tamil
Zoned Out,2021,-,-,-,Drama            ,tamil
Bahadur,1953,-,-,-,-,hindi
Shaheed Uddham Singh: Alais Ram Mohammad Singh Azad,2000,165 min,7,171,"Biography, Drama, Musical            ",punjabi
Nar Naari,2004,-,-,-,Drama            ,hindi
Paidali Padleli Phule,1956,-,-,-,-,marathi
Shahi Mehmaan,1955,-,-,-,-,hindi
Hasee Toh Phasee,2014,141 min,6.8,"13,680","Comedy, Romance            ",hindi
Sangharsha,1995,-,6.3,10,Musical            ,bengali
Pavithra,1994,138 min,6,201,"Drama, Romance            ",tamil
Sahib Bibi Aur Ghulam,1962,152 min,8.3,"1,517","Drama, Musical            ",hindi
Bayam Oru Payanam,2016,128 min,5.6,15,"Horror, Thriller            ",tamil
Kanakkinavu,1996,-,6,23,Drama            ,malayalam
Traffic,I 2016,104 min,6.7,"2,454","Adventure, Drama, Thriller            ",hindi
Darpochurno,1970,-,8.1,7,Drama            ,bengali
Satbhai,2000,105 min,-,-,Drama            ,bengali
Kaagaz,2021,109 min,7.3,"5,870","Biography, Comedy, Drama            ",hindi
The Dirty MMS,2014,93 min,2.4,18,Drama            ,hindi
Pelli,1997,-,6.5,20,Romance            ,telugu
Devaraagam,1996,144 min,6.8,142,"Drama, Romance            ",malayalam
Guru Uchaththula Irukkaru,2017,-,-,-,Comedy            ,tamil
Bahisht,1974,-,3.2,22,Musical            ,urdu
Heera Moti,1959,-,5.8,8,Drama            ,urdu
Keechak Vadha,I 1959,-,-,-,-,marathi
Saanp Seerhi,2017,-,-,-,-,urdu
Agathinai,2014,-,-,-,Family            ,tamil
Nuvvu Evaro Nenu Evaro,2020,149 min,-,-,Comedy            ,telugu
Billa,2015,120 min,-,-,Drama            ,kannada
Komberi Moogan,1984,-,-,-,-,tamil
Arpita,1983,-,-,-,Drama            ,bengali
Premabhishekam,1982,-,7.2,17,Romance            ,malayalam
Trikon Ka Chautha Kon,1986,-,6.5,11,"Drama, Family            ",hindi
4-Jul,2007,-,4.5,198,"Action, Comedy, Drama            ",malayalam
Pappu,2010,127 min,4.6,16,Comedy            ,telugu
Criminals,1975,-,-,-,-,malayalam
A Political Murder,2013,147 min,7.2,22,Thriller            ,bengali
Chhota Bheem Kung Fu Dhamaka,2019,97 min,5.2,109,"Animation, Action, Adventure            ",hindi
Tears in Khushi,2018,93 min,-,-,Family            ,hindi
Heroine,2012,149 min,5.1,"4,078",Drama            ,hindi
Bhopal Express,1999,100 min,7.1,364,Drama            ,hindi
Chinnari Puttana,1968,149 min,-,-,-,kannada
Alpha Bravo Charlie,1998,40 min,9.5,"1,667",Action            ,urdu
Nagin Aur Suhagan,1979,-,6.2,8,"Adventure, Drama, Thriller            ",hindi
Illali Sapadham,1985,-,-,-,-,telugu
Chandrodhayam,1966,150 min,7.1,14,-,tamil
Khoon Ka Khoon,1935,122 min,4.7,7,Drama            ,urdu
Abhi To Jee Lein,1977,135 min,5.6,9,"Action, Drama, Thriller            ",hindi
15Malaysia,2009,80 min,6.9,31,"Animation, Comedy, Drama            ",tamil
Gyanbachi Mekh,1979,-,-,-,Drama            ,marathi
Enga Pattan Sothu,2021,-,-,-,Drama            ,tamil
Jaapi,2019,-,-,-,Short            ,assamese
Vascodigama,2015,-,8.3,30,Drama            ,kannada
Parakh,1960,-,6.9,118,"Comedy, Drama, Romance            ",hindi
Gunsundari,1948,153 min,-,-,Drama            ,gujarati
Samudhram,2001,163 min,6.2,24,Drama            ,tamil
Dekha Jayega,1960,-,-,-,Action            ,hindi
Kudumbini,1964,-,-,-,-,malayalam
Pyasi Atma,1998,-,4.4,7,Horror            ,hindi
Shortkut - The Con Is On,2009,142 min,3.4,874,"Comedy, Drama            ",hindi
Tabitha: A Tale of Chaos,2017,-,8.7,12,"Short, Drama            ",malayalam
Pareeksha,2020,120 min,8.1,"2,845",Drama            ,hindi
Sphulingo,2021,152 min,-,-,"Drama, History            ",bengali
Tevde Sodun Bola,1974,-,-,-,-,marathi
Revolver Rani,1971,-,-,-,Action            ,hindi
Ghost of the Golden Groves,2019,98 min,7.1,18,"Fantasy, Horror, Sci-Fi            ",bengali
All You Need ... Love,2011,-,-,-,Romance            ,hindi
Satyagraha,2013,152 min,5.9,"4,929",Drama            ,hindi
Goshta Eka Paithanichi,2020,-,-,-,-,marathi
Neeku Nenu Naaku Nuvvu,2003,-,4.9,56,Drama            ,telugu
Chambu Gabale,1989,131 min,-,-,Comedy            ,marathi
Roop Tera Mastana,1972,-,6.4,31,"Romance, Thriller            ",hindi
Dhira,2020,117 min,5.7,371,Animation            ,punjabi
Main hoon hero no 1,2015,-,-,-,Comedy            ,bhojpuri
Rudrabeena,1987,-,-,-,Drama            ,bengali
Kheya,1967,-,-,-,Drama            ,bengali
Thangai,1967,159 min,5.9,7,Drama            ,tamil
Sutrula,2014,123 min,-,-,Thriller            ,tamil
Mast Qalandar,1955,-,-,-,"Drama, Family            ",hindi
SUBHAYATHRA,1990,-,-,-,Drama            ,malayalam
Ek Kahani: A Story,2016,-,-,-,"Short, Mystery            ",urdu
Lek Ladki,2013,-,-,-,Romance            ,marathi
Oru Kidayin Karunai Manu,2017,121 min,7.7,302,Drama            ,tamil
Maa,I 1992,145 min,5.9,101,"Drama, Fantasy            ",hindi
Chotey Sahab,1967,-,-,-,"Drama, Romance            ",urdu
Paranda,1998– ,-,7.2,8,-,oriya
Saavi: A Bonded Bride,2015,150 min,6.7,9,Drama            ,hindi
Ballad of Rustom,2012,117 min,7.9,21,Drama            ,hindi
Black Mail,1985,-,-,-,-,malayalam
 Dirilis: Ertugrul,2014–2019,120 min,8.7,247,"Action, Adventure, Drama            ",urdu
Kadhanayakan,1997,-,6.1,113,"Comedy, Drama            ",malayalam
Jise Tu Kabool Kar Le,1980,120 min,-,-,Romance            ,hindi
Nargis,I 1992,-,-,-,"Musical, Romance            ",urdu
Isthmus Road,2005,25 min,-,-,"Short, Thriller            ",urdu
Attaiya VS Handi Kayolu,2019,128 min,-,-,Thriller            ,kannada
Notun Prithibi,1984,104 min,-,-,"Crime, Drama            ",bengali
Manjari,I 2018,125 min,-,-,Horror            ,kannada
Mumbaikar,2021,-,-,-,"Action, Drama, Thriller            ",hindi
Tamizhananean.Ka,2018,-,-,-,Action            ,tamil
Kalaakaar,2009,-,-,-,Drama            ,kannada
Pyar Kiye Jaa,1966,129 min,7.1,175,"Comedy, Romance            ",hindi
Bilet Pherat,1972,145 min,6.8,6,Drama            ,bengali
Bhatti Vikramarka,1960,176 min,8,21,"Action, Adventure, Drama            ",telugu
Dushman,1990,146 min,5.5,37,"Action, Drama            ",hindi
Sooryavanshi,2021,176 min,-,-,"Action, Thriller            ",hindi
Apne Apne Sanskar,1987,-,-,-,Drama            ,hindi
Readymix,2019,128 min,6.6,5,Drama            ,marathi
455 mL,2021,-,-,-,"Short, Drama            ",urdu
Wadda Khan,1983,-,-,-,"Action, Drama            ",punjabi
Zameen Aasmaan,1985,-,-,-,Drama            ,bengali
An Oasis of Hope,1980,-,-,-,Biography            ,urdu
Har Har Gange,1979,135 min,6.6,8,"Adventure, Drama, Fantasy            ",hindi
Kaagaz Ki Nao,1975,-,6.5,11,Drama            ,hindi
Jawani Ke Jalwe,1987,97 min,-,-,Thriller            ,hindi
Vasantha Geetha,1980,161 min,8.6,20,-,kannada
Siraj,1948,-,-,-,-,assamese
Engeyum Naan Iruppen,2017,-,-,-,-,tamil
Humse Badhkar Kaun: The Entertainer,1998,-,3.3,116,"Action, Comedy            ",hindi
Oollo Pelliki Kukkala Hadavidi,2018,172 min,8.3,6,Drama            ,telugu
99,I 2019,144 min,6.1,375,Drama            ,kannada
Amar Kirtan,1954,-,-,-,-,hindi
Halad Rusli Kunku Hasla,1991,-,-,-,Family            ,marathi
Se Amar Mon Kereche,2012,-,-,-,Drama            ,bengali
Kay Zala Kalana,2018,-,8.6,7,Drama            ,marathi
Vaapsi,2016,122 min,7.7,30,Drama            ,punjabi
Brahma,2014,149 min,5.4,74,"Action, Comedy, Drama            ",kannada
Gangster of Mundanmala,2021,-,-,-,"Crime, Thriller            ",malayalam
Aisaa Kyon,2003,-,4.2,6,Thriller            ,hindi
Antharam,2019,-,-,-,"Short, Drama            ",malayalam
Dhaar,1992,136 min,-,-,Action            ,hindi
Sultana Daku,1982,-,-,-,Action            ,hindi
Dilli Ka Dada,1962,-,-,-,Action            ,hindi
O Sthree Repu Raa,2016,120 min,3.8,31,Horror            ,telugu
Next Nuvve,2017,142 min,5.8,70,Horror            ,telugu
Niyamam Enthu Cheyyum,1990,-,-,-,-,malayalam
Abhishek,2003,151 min,-,-,Drama            ,bengali
"Oh, My God!!",2008,105 min,5.4,263,"Comedy, Drama            ",hindi
Manima,1979,-,-,-,-,bengali
Thaandavam,2012,160 min,6.1,"1,823","Action, Thriller            ",tamil
Le Chakka,2010,-,5.4,283,Comedy            ,bengali
Ayalaan,,-,-,-,"Comedy, Sci-Fi            ",tamil
Bambai Ki Sethani,1935,-,-,-,Action            ,hindi
Dharla Tar Chavtay,1989,-,7.3,24,Comedy            ,marathi
Varudu Kaavalenu,,-,-,-,Romance            ,telugu
Jai Jagannath,2007,127 min,7.7,34,"Drama, Fantasy, History            ",punjabi
Mera Suhaag,1947,-,-,-,"Drama, Family            ",hindi
Badrinath,2011,140 min,4.3,"1,783",Action            ,telugu
Mujhay Mardo,,120 min,-,-,"Action, Crime, Thriller            ",urdu
Bullett Raja,2013,138 min,5,"3,762","Action, Crime, Drama            ",hindi
Aiyya Ullan Aiyya,2020,-,-,-,Drama            ,tamil
Kedi No. 1,2004,135 min,-,-,"Action, Comedy            ",telugu
Looty,2018,-,-,-,Thriller            ,kannada
SMS,II 2008,130 min,-,-,Drama            ,malayalam
I Am Not Blind,2020,101 min,7.3,11,"Drama, Family            ",hindi
Places,2015,5 min,-,-,"Documentary, Short            ",urdu
Ora 11 Jon,1972,-,8.8,353,"Drama, History, Romance            ",bengali
Raja,2002,133 min,3.5,390,Romance            ,tamil
Hawa Ki Beti,1990,-,-,-,Drama            ,urdu
Surya Tejor Anya Naam,1991,-,-,-,Drama            ,assamese
Andari Bandhuvaya,2010,134 min,7.1,192,Drama            ,telugu
Padamati Sandhya Ragam,1987,142 min,7.8,271,Romance            ,telugu
Phandebaaz,1978,150 min,6.7,35,"Action, Comedy            ",hindi
Humse Hai Zamana,2004,-,-,-,Action            ,hindi
Left Outs,2016,5 min,-,-,"Short, Drama, Family            ",malayalam
Gul Badan,1960,-,-,-,Musical            ,urdu
Karigar,2012,95 min,-,-,Drama            ,bengali
Bhoopathi,1997,-,5.6,22,"Action, Drama, Thriller            ",malayalam
Veeda Ek Sangharsh,2017,-,-,-,Drama            ,marathi
Panam,1952,109 min,6.7,13,-,tamil
Amu,2005,102 min,7.3,845,Drama            ,punjabi
Chinna Kuyil Paattu,1987,-,4.6,5,-,tamil
Hasina-E Alam,1992–1993,-,-,-,Romance            ,urdu
Jivakke Jiva,1981,-,-,-,-,kannada
Prathibimba,2020,-,-,-,Drama            ,kannada
Wings Of Blue,2018 Video,8 min,-,-,"Short, Drama, Family            ",malayalam
Disco,2012,147 min,-,-,Drama            ,telugu
Bhairava IPS,2010,-,-,-,Action            ,telugu
Stepmotherland,2014,20 min,-,-,"Documentary, Short            ",urdu
Junglee Jawaani,1989,-,-,-,Thriller            ,hindi
Nachavule,2008,-,7.4,99,Romance            ,telugu
 Coke Studio,2008– ,-,-,-,Music            ,urdu
369,2018,117 min,5.9,112,"Crime, Mystery, Thriller            ",malayalam
Onek Sadher Moyna,2014,-,3.9,9,Romance            ,bengali
O Teri,2014,107 min,3.3,571,"Comedy, Drama            ",hindi
Prathyaksha Deivam,1978,-,-,-,-,malayalam
Shasti,2004,143 min,7.7,89,"Drama, Family            ",bengali
En Rasavin Manisile,1991,143 min,6.1,18,Drama            ,tamil
Annamitta Kai,1972,-,6.6,17,Musical            ,tamil
Ek Suhag Raat,2003,-,-,-,Thriller            ,hindi
Chilakamma Cheppindi,1977,155 min,6,15,"Drama, Romance            ",telugu
Ponnana Vazhvu,1967,137 min,-,-,Drama            ,tamil
Centimeter,,-,-,-,Drama            ,tamil
Idu Akashavani Bengaluru Nilaya,2021,-,-,-,"Drama, Horror            ",kannada
Bhookh: The Hunger of Body,2005,-,-,-,Drama            ,hindi
Bhola Shankar,2008,-,-,-,Comedy            ,marathi
Hum Sab Chor Hain,1973,-,-,-,"Action, Crime, Thriller            ",hindi
Aadavar,2018,-,-,-,Thriller            ,tamil
Dushman,1957,138 min,7.1,17,Drama            ,hindi
Chevalier Mikhael,1992,143 min,-,-,Drama            ,malayalam
Devi Kanyakumari,1974,-,-,-,-,malayalam
Red Rain,2013,101 min,7.4,63,"Horror, Sci-Fi            ",malayalam
Dak Bangla,1987,-,5.2,70,Horror            ,hindi
Aashiqui,1990,152 min,6.3,"1,641","Musical, Drama, Romance            ",hindi
Abhilasha,I 1983,145 min,7.3,200,Thriller            ,telugu
Deivapiravi,1960,-,6.4,11,-,tamil
Sawera,2017– ,-,-,-,Drama            ,urdu
Garbh,2017,-,-,-,Drama            ,marathi
Raja Kempu Roja,1990,-,-,-,Action            ,kannada
Pagal,1940,142 min,-,-,Drama            ,hindi
Milaap,1937,-,-,-,-,hindi
Back Pocket,2003,-,-,-,Romance            ,telugu
Kesu Ee Veedinte Nadhan,,-,-,-,Drama            ,malayalam
Avatar,1941,-,6.3,17,Drama            ,bengali
Chakravyuha,1983,155 min,8,30,"Action, Drama, Thriller            ",kannada
Belashuru,2020,-,-,-,Drama            ,bengali
Kranti,2002,142 min,3.7,391,"Action, Drama            ",hindi
Mard Ki Zabaan,1987,-,4.5,19,Action            ,hindi
Balidaan,1971,137 min,6.8,16,Drama            ,hindi
Avicharitha,2018,-,-,-,-,malayalam
Joddha,2000,152 min,5.7,6,"Action, Crime, Drama            ",bengali
Night Club,1978,-,-,-,-,urdu
Payal Rajput Untitled Movie,,-,-,-,Drama            ,telugu
Unnikkuttanu Joli Kitti,1990,135 min,-,-,Family            ,malayalam
Aadmi,1993,153 min,6.5,93,"Action, Crime, Drama            ",hindi
Shahbaz,1960,-,-,-,Drama            ,urdu
Professor and Jadugar,1968,155 min,-,-,-,hindi
Rangamati,2008,145 min,7,11,Drama            ,bengali
Do Shikari,1979,-,6.3,18,"Action, Adventure, Drama            ",hindi
Kukka Katuku Cheppu Debba,1979,-,6.4,16,Drama            ,telugu
Kameena Kahin Kaa,1989,-,-,-,Thriller            ,hindi
Amarshilpi Jakanna,1964,161 min,7.4,7,-,kannada
Vicharana,2017,10 min,-,-,"Short, Thriller            ",malayalam
Prahlada,1939,-,-,-,-,tamil
Sadhanai Payanam,2020,-,-,-,Drama            ,tamil
Jasoos Ladki,1973,-,-,-,Thriller            ,hindi
Chirai,1984,143 min,-,-,Drama            ,tamil
Do Raha,1967,-,-,-,Musical            ,urdu
Kyun Bikharte Hai Rishtey,2016– ,-,8,11,Talk-Show            ,urdu
Crd,2016,108 min,6.4,118,"Drama, Romance            ",hindi
Sadhu Babar Lathi,2008,135 min,6.7,6,Drama            ,bengali
Lovely 2001,2001,-,5.4,7,Comedy            ,tamil
Aalu Magalu,1977,-,7,7,Drama            ,telugu
Aasaiyil Oru Kaditham,1999,126 min,5.1,12,"Action, Drama, Romance            ",tamil
Pesum Daivam,1967,-,6.4,18,-,tamil
Amudha Gaanam,1985,-,-,-,-,tamil
Saptham,2002,-,-,-,Drama            ,tamil
Kshatriya,2014,128 min,7.7,6,Drama            ,telugu
Sooper Se Ooper,2013,-,4.3,175,Comedy            ,hindi
Naagam,1991,-,-,-,-,malayalam
Badla Sherni Ka,2001,105 min,-,-,Action            ,hindi
Ilzaam,2007,90 min,-,-,Action            ,hindi
Mushrik,2016– ,-,7.9,17,Drama            ,oriya
Seeta,1960,-,-,-,-,malayalam
Bilqees Kaur,2016– ,-,9.1,7,-,urdu
When I Dance,2016,67 min,-,-,Documentary            ,urdu
Ek Main Aur Ek Tu,1986,138 min,6.9,17,Romance            ,hindi
Seeta Kalyanam,1934,133 min,-,-,-,telugu
Professor Pyarelal,1981,133 min,6.6,103,"Action, Crime, Thriller            ",hindi
Love Lust and Marriage,1996,-,-,-,Romance            ,hindi
Rakshaa Bandhan,1977,90 min,7.6,5,Drama            ,hindi
Khoon Ki Pukaar,1978,-,5.7,18,"Action, Drama, Musical            ",hindi
Vayanadan Thampan,1978,-,6.5,26,Horror            ,tamil
Ormacheppu,1998,-,4.5,32,-,malayalam
C.I.D.,1956,146 min,7.3,629,"Action, Crime, Musical            ",hindi
Rajanna,2011,132 min,6.4,457,"Action, Drama, History            ",telugu
Six Hours With Terrorists,2011,-,-,-,Drama            ,hindi
Sarbajanin Bibahotsab,1938,130 min,-,-,-,bengali
Maa Durga Divya Haathi,2005,-,-,-,Drama            ,hindi
Ayalum Njanum Thammil...,2012,160 min,8,"2,579","Drama, Romance, Thriller            ",malayalam
Harishchandrachi Factory,2009,96 min,8.4,"2,226","Biography, Comedy, Drama            ",marathi
Nindu Manasulu,1967,160 min,-,-,Action            ,telugu
Guptodhoner Sondhane,2018,130 min,6.8,881,Adventure            ,bengali
Jwala Daku,2000,-,-,-,Action            ,hindi
Khiladi 1080,2021,-,-,-,Action            ,hindi
Maa O Mati,1972,-,-,-,Drama            ,bengali
Charlie Chaplin,1999,-,6,73,Comedy            ,malayalam
Balak,1969,-,-,-,Drama            ,hindi
Jai Lalitha,2014,-,6.8,25,"Comedy, Drama, Romance            ",kannada
Datham,2018,13 min,-,-,"Short, Drama            ",malayalam
Maut Ka Pinjra,2001,-,-,-,Horror            ,hindi
Talash,1976,125 min,-,-,Drama            ,urdu
Kanchana 3,2019,164 min,4.1,"1,195","Action, Comedy, Horror            ",kannada
Yennai Arindhaal,2015,168 min,7.3,"8,200","Action, Drama, Thriller            ",tamil
Ijaazat,1987,137 min,8.3,"1,360","Drama, Musical, Romance            ",hindi
Thiruppam,1984,-,-,-,-,tamil
Yes Boss,1997,163 min,6.8,"12,571","Comedy, Drama, Musical            ",hindi
Zameen Ka Chand,1961,-,-,-,Musical            ,urdu
Seema,II 1971,-,-,-,"Crime, Drama, Mystery            ",hindi
Apartment 5D,2015,50 min,-,-,Sci-Fi            ,bengali
Sweetheart,2013,140 min,5.4,7,"Drama, Romance            ",bengali
Khule-Aam,1992,155 min,6.1,15,Action            ,hindi
2001: Do Hazaar Ek,1998,149 min,3.5,109,"Crime, Mystery, Thriller            ",hindi
Shiva Mecchida Kannappa,1988,149 min,8.1,35,-,kannada
Catch Me Daddy,2014,112 min,6.4,"1,364","Drama, Thriller            ",urdu
Paathira Pattu,1967,-,-,-,-,malayalam
Ante Sundharaniki,,-,-,-,Comedy            ,telugu
Shibu,2019,145 min,6.7,525,"Comedy, Drama, Romance            ",malayalam
Ganagandharvan,2019,140 min,6.3,627,"Comedy, Drama, Music            ",malayalam
Aatma Aur Parmatma,1978,-,-,-,Thriller            ,hindi
Dusari Goshta,2014,127 min,6.4,16,Drama            ,marathi
Pirate's Blood,2008,-,4.3,39,"Action, Horror, Thriller            ",hindi
Kaam Diwani,2005,-,-,-,Thriller            ,hindi
Janata Express,1981,-,-,-,Drama            ,bengali
Sonam Gupta Bewafa Hai,2021,-,-,-,Comedy            ,hindi
Nagina,I 1990,-,2.6,23,"Musical, Romance            ",punjabi
Master Piece,2015,158 min,6.2,693,"Action, Comedy, Drama            ",kannada
Bal Bramhachari,1996,163 min,2.7,111,"Action, Drama            ",hindi
Gemeni,II 2002,151 min,6.4,36,"Action, Drama            ",telugu
Chiranjeevulu,2001,-,5.6,17,Family            ,telugu
Jaal,1986,-,6,99,"Action, Drama            ",hindi
Tangra Blues,2021,122 min,9.2,31,"Drama, Musical, Thriller            ",bengali
Sita,2019,161 min,4.9,717,"Action, Romance            ",telugu
...Yahaan,2005,142 min,7.4,"1,073","Drama, Romance, War            ",hindi
Priyamaina Srivaaru,1997,112 min,-,-,Drama            ,telugu
Sat Shri Akaal England,2017,128 min,5.3,221,"Comedy, Family            ",punjabi
James Bond 999,1984,-,-,-,-,telugu
Model: The Beauty,2005,-,-,-,Drama            ,hindi
Nishabd,2007,110 min,5.4,"1,609",Drama            ,hindi
Double Sentence,2016,100 min,6.7,15,Documentary            ,nepali
